tag	layer	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
0	0	0	0	0	125	4	8	6	5	606
1	0	1	0	0	47	4	14	1	12	735
2	0	1	1	1	301	8	0	10	27	350
3	0	1	1	1	390	9	6	5	24	101
4	0	1	2	2	135	0	29	7	6	82
5	0	1	4	4	295	4	4	2	14	793
6	0	1	0	0	51	5	17	29	0	168
7	0	1	2	2	343	8	4	10	15	169
8	0	1	3	3	327	4	20	3	14	34
9	0	1	3	3	33	4	20	13	31	407
10	0	1	1	1	71	4	16	27	25	372
11	0	0	1	1	252	1	3	7	2	644
12	0	0	3	3	32	5	24	29	0	568
13	0	0	0	0	384	8	21	7	18	447
14	0	0	3	3	369	8	11	6	19	656
15	0	0	1	1	390	3	0	20	31	21
16	0	0	2	2	122	0	15	5	1	751
17	0	1	0	0	64	3	30	10	16	542
18	0	1	1	1	386	4	19	25	23	450
19	0	1	0	0	115	1	21	1	3	604
20	0	0	0	0	362	0	14	4	0	340
21	0	0	4	4	142	6	13	8	0	250
22	0	1	3	3	48	1	27	22	6	422
23	0	1	0	0	31	5	21	6	0	198
24	0	0	4	4	71	5	11	17	0	257
25	0	0	3	3	50	0	0	5	3	172
26	0	1	3	3	109	5	3	10	0	4
27	0	1	2	2	146	5	31	9	0	305
28	0	0	0	0	376	0	20	3	0	600
29	0	1	4	4	80	0	5	11	1	611
30	0	0	1	1	61	4	2	5	26	675
31	0	1	2	2	342	9	15	16	25	136
32	0	1	3	3	384	1	0	29	1	77
33	0	0	4	4	67	9	4	15	23	293
34	0	0	3	3	360	8	0	19	6	139
35	0	1	0	0	380	3	17	18	13	736
36	0	1	1	1	258	6	16	3	0	651
37	0	1	2	2	1	9	8	16	10	761
38	0	1	4	4	287	0	7	4	2	560
39	0	0	2	2	282	3	27	8	2	317
40	0	1	0	0	107	4	6	22	26	637
41	0	0	1	1	90	5	1	11	0	803
42	0	1	1	1	81	1	24	2	7	229
43	0	0	3	3	156	4	14	1	12	410
44	0	1	2	2	142	9	25	21	1	120
45	0	1	1	1	135	0	6	27	5	748
46	0	1	3	3	261	1	24	12	4	47
47	0	1	0	0	275	4	23	27	4	682
48	0	1	4	4	339	1	19	19	6	336
49	0	1	2	2	65	4	26	24	11	632
50	0	1	3	3	0	8	18	13	27	806
51	0	1	3	3	226	4	30	10	5	292
52	0	1	0	0	344	8	14	12	9	27
53	0	0	1	1	312	1	29	26	3	737
54	0	1	3	3	124	3	0	6	27	226
55	0	0	4	4	25	4	7	29	8	822
56	0	1	4	4	304	9	28	27	28	164
57	0	1	3	3	384	4	17	31	15	283
