tag	layer	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
0	0	0	0	0	250	4	4	3	5	606
1	0	3	0	0	95	4	7	0	12	735
2	0	3	3	3	603	8	0	5	27	350
3	0	2	2	2	781	9	3	2	24	101
4	0	2	5	5	270	0	14	3	6	82
5	0	2	9	9	591	4	2	1	14	793
6	0	2	1	1	103	5	8	14	0	168
7	0	2	5	5	686	8	2	5	15	169
8	0	3	6	6	655	4	10	1	14	34
9	0	2	6	6	67	4	10	6	31	407
10	0	3	2	2	142	4	8	13	25	372
11	0	1	2	2	505	1	1	3	2	644
12	0	1	6	6	65	5	12	14	0	568
13	0	0	1	1	768	8	10	3	18	447
14	0	1	7	7	739	8	5	3	19	656
15	0	1	2	2	780	3	0	10	31	21
16	0	0	5	5	245	0	7	2	1	751
17	0	3	1	1	128	3	15	5	16	542
18	0	3	3	3	773	4	9	12	23	450
19	0	3	1	1	230	1	10	0	3	604
20	0	1	0	0	724	0	7	2	0	340
21	0	0	8	8	285	6	6	4	0	250
22	0	3	6	6	96	1	13	11	6	422
23	0	3	0	0	62	5	10	3	0	198
24	0	1	8	8	143	5	5	8	0	257
25	0	0	7	7	100	0	0	2	3	172
26	0	3	7	7	218	5	1	5	0	4
27	0	3	4	4	292	5	15	4	0	305
28	0	1	0	0	753	0	10	1	0	600
29	0	3	8	8	161	0	2	5	1	611
30	0	0	3	3	122	4	1	2	26	675
31	0	2	4	4	685	9	7	8	25	136
32	0	2	7	7	769	1	0	14	1	77
33	0	1	8	8	135	9	2	7	23	293
34	0	1	7	7	720	8	0	9	6	139
35	0	2	1	1	760	3	8	9	13	736
36	0	2	3	3	517	6	8	1	0	651
37	0	3	4	4	3	9	4	8	10	761
38	0	3	8	8	574	0	3	2	2	560
39	0	0	5	5	565	3	13	4	2	317
40	0	2	0	0	215	4	3	11	26	637
41	0	1	3	3	181	5	0	5	0	803
42	0	3	3	3	163	1	12	1	7	229
43	0	1	7	7	312	4	7	0	12	410
44	0	2	4	4	285	9	12	10	1	120
45	0	2	2	2	271	0	3	13	5	748
46	0	2	6	6	523	1	12	6	4	47
47	0	3	0	0	551	4	11	13	4	682
48	0	2	9	9	679	1	9	9	6	336
49	0	3	4	4	130	4	13	12	11	632
50	0	2	6	6	0	8	9	6	27	806
51	0	2	7	7	452	4	15	5	5	292
52	0	2	1	1	688	8	7	6	9	27
53	0	0	3	3	625	1	14	13	3	737
54	0	3	7	7	249	3	0	3	27	226
55	0	1	8	8	51	4	3	14	8	822
56	0	3	8	8	609	9	14	13	28	164
57	0	3	7	7	769	4	8	15	15	283
58	0	3	1	1	240	8	10	10	5	143
59	0	1	3	3	710	3	6	2	26	419
60	0	2	8	8	425	0	6	13	6	790
61	0	0	9	9	488	0	11	9	6	431
62	0	1	7	7	279	5	15	0	0	346
63	0	3	2	2	130	0	12	0	1	660
64	0	3	2	2	186	0	8	12	5	218
65	0	3	5	5	779	5	8	13	0	85
66	0	3	0	0	53	9	7	2	2	774
67	0	0	3	3	20	3	7	4	30	687
68	0	0	9	9	476	8	11	5	7	798
69	0	1	4	4	592	0	9	12	6	734
70	0	1	1	1	707	4	3	9	7	817
71	0	0	5	5	438	9	2	10	0	432
72	0	3	1	1	370	6	4	13	0	753
73	0	2	9	9	495	6	13	8	0	253
74	0	0	4	4	249	6	12	10	0	508
75	0	2	2	2	217	9	8	10	17	612
76	0	2	8	8	529	4	2	7	26	502
77	0	1	7	7	458	0	2	9	3	416
78	0	1	4	4	377	6	11	13	0	362
79	0	3	4	4	257	4	3	6	20	124
80	0	1	3	3	756	6	8	9	0	200
81	0	2	3	3	183	8	0	4	17	48
82	0	0	8	8	714	3	15	3	0	589
83	0	2	7	7	451	9	5	1	16	491
84	0	0	1	1	503	1	1	4	2	578
85	0	2	1	1	121	5	7	12	0	455
86	0	2	9	9	312	0	3	6	3	272
87	0	0	2	2	177	1	5	0	6	463
88	0	3	4	4	237	8	9	14	4	705
89	0	1	4	4	677	4	13	3	14	665
90	0	1	4	4	73	0	5	9	4	451
91	0	0	7	7	716	5	8	15	0	84
92	0	0	6	6	618	8	0	2	14	692
93	0	0	4	4	41	3	15	14	17	187
94	0	3	7	7	481	9	13	10	20	688
95	0	0	2	2	421	6	9	12	0	467
96	0	0	5	5	331	1	12	0	7	425
97	0	0	3	3	370	6	14	1	0	275
98	0	1	4	4	715	6	3	0	0	728
99	0	1	4	4	14	5	2	7	0	474
100	0	0	2	2	733	8	8	13	30	485
101	0	1	7	7	148	5	6	4	0	284
102	0	3	5	5	273	0	9	9	7	154
103	0	3	8	8	353	9	12	14	20	195
104	0	1	9	9	239	5	1	10	0	724
105	0	3	6	6	507	0	4	10	1	452
106	0	0	8	8	15	3	13	4	4	482
107	0	2	5	5	709	5	2	10	0	326
108	0	3	8	8	632	1	7	9	3	766
109	0	0	6	6	778	1	14	5	4	31
110	0	0	5	5	300	9	11	13	9	252
111	0	3	9	9	174	3	2	12	15	511
112	0	1	3	3	653	8	14	8	0	478
113	0	2	8	8	75	6	11	9	0	708
114	0	2	7	7	203	5	15	3	0	392
