tag	layer	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
0	0	0	0	0	70	4	28	17	6	694
1	0	0	2	2	8	0	11	27	3	519
2	0	0	2	2	183	5	28	57	0	8
3	0	0	2	2	87	8	19	27	21	106
4	0	0	1	1	91	9	33	5	29	551
5	0	0	1	1	141	8	46	24	4	48
6	0	0	1	1	59	1	48	35	7	652
7	0	0	0	0	90	4	34	9	10	548
8	0	0	0	0	97	8	28	41	3	236
9	0	0	1	1	68	1	27	40	3	673
10	0	0	1	1	117	3	33	17	15	764
11	0	0	2	2	109	5	46	28	0	523
12	0	0	0	0	28	3	20	54	4	396
13	0	0	2	2	135	8	1	14	17	789
14	0	0	0	0	111	3	58	0	16	514
15	0	0	2	2	160	8	25	19	23	782
16	0	0	2	2	0	9	62	2	7	373
17	0	0	0	0	61	1	10	62	1	780
18	0	0	0	0	121	3	33	54	13	554
19	0	0	2	2	102	9	56	57	7	255
20	0	0	0	0	5	4	28	0	4	726
21	0	0	0	0	8	9	9	30	17	687
22	0	0	0	0	33	6	31	60	0	196
23	0	0	0	0	110	9	54	52	29	748
24	0	0	2	2	165	1	7	51	5	821
25	0	0	0	0	48	6	17	54	0	287
26	0	0	0	0	113	1	6	1	1	773
27	0	0	0	0	124	6	27	51	0	170
28	0	0	0	0	67	6	36	54	0	160
29	0	0	1	1	14	0	40	7	0	600
30	0	0	2	2	40	0	10	23	1	611
31	0	0	2	2	103	1	31	5	1	431
32	0	0	1	1	171	9	30	33	25	136
33	0	0	1	1	192	1	1	58	1	77
34	0	0	2	2	33	9	8	31	23	293
35	0	0	1	1	180	8	1	38	6	139
36	0	0	0	0	190	3	34	36	13	736
37	0	0	0	0	162	8	62	32	3	96
38	0	0	1	1	0	9	16	33	10	761
39	0	0	2	2	109	0	14	9	2	560
40	0	0	1	1	141	3	55	16	2	317
41	0	0	0	0	53	4	13	45	26	637
42	0	0	0	0	45	5	3	22	0	803
43	0	0	2	2	63	8	20	13	24	41
44	0	0	0	0	117	9	39	29	14	26
45	0	0	1	1	71	1	35	44	6	697
46	0	0	0	0	66	3	33	4	6	612
47	0	0	1	1	80	5	14	49	0	262
48	0	0	2	2	0	4	46	55	4	682
49	0	0	2	2	169	1	38	39	6	336
50	0	0	2	2	141	3	24	53	24	695
51	0	0	2	2	77	5	0	38	0	217
52	0	0	2	2	167	9	59	56	28	693
53	0	0	2	2	188	3	10	36	21	97
54	0	0	2	2	57	4	18	3	2	252
55	0	0	2	2	116	5	24	49	0	411
56	0	0	0	0	176	0	13	54	3	182
57	0	0	0	0	63	1	58	17	7	685
58	0	0	1	1	184	5	57	20	0	462
59	0	0	0	0	70	6	30	35	0	81
60	0	0	0	0	85	9	10	17	9	238
61	0	0	2	2	180	4	8	53	26	340
62	0	0	1	1	52	5	49	2	0	490
63	0	0	1	1	192	5	53	28	0	226
64	0	0	1	1	7	5	43	51	0	480
65	0	0	2	2	6	5	3	10	0	140
66	0	0	0	0	66	5	41	27	0	336
67	0	0	1	1	192	5	32	10	0	21
68	0	0	1	1	166	1	5	3	3	206
69	0	0	2	2	61	3	60	14	13	478
70	0	0	1	1	155	1	20	39	1	594
71	0	0	1	1	173	5	50	25	0	608
72	0	0	0	0	77	1	5	44	6	679
73	0	0	0	0	165	9	1	53	31	110
74	0	0	1	1	117	3	55	22	17	632
75	0	0	1	1	187	8	41	31	5	287
76	0	0	0	0	145	5	43	3	0	334
77	0	0	1	1	90	8	43	35	17	571
78	0	0	2	2	21	4	52	62	15	709
79	0	0	2	2	125	6	2	11	0	228
80	0	0	2	2	78	9	60	44	27	765
81	0	0	1	1	116	8	39	32	14	125
82	0	0	1	1	190	3	24	27	30	285
83	0	0	0	0	75	4	46	22	19	16
84	0	0	1	1	13	8	16	62	6	14
